4352 0 0 12593
4352 4352 0 12594
4354 0 0 12596
4355 0 0 12599
4355 4355 0 12600
4357 0 0 12601
4358 0 0 12609
4359 0 0 12610
4359 4359 0 12611
4361 0 0 12613
4361 4361 0 12614
4363 0 0 12615
4364 0 0 12616
4364 4364 0 12617
4366 0 0 12618
4367 0 0 12619
4368 0 0 12620
4369 0 0 12621
4370 0 0 12622
4354 4354 0 12645
4354 4355 0 12646
4357 4370 0 12608
4358 4359 0 12654
4358 4363 0 12657
4359 4352 0 12658
4359 4355 0 12659
4359 4361 0 12612
4359 4361 4352 12660
4359 4361 4355 12661
4359 4364 0 12662
4359 4368 0 12663
4359 4363 0 12664
4359 4359 4363 12665
4361 4352 0 12666
4361 4354 0 12667
4361 4355 0 12668
4361 4359 0 12669
4361 4364 0 12670
4416 0 0 12671
4363 4363 0 12672
4428 0 0 12673
4369 4363 0 12676
4370 4370 0 12677
4441 0 0 12678
4449 0 0 12623
4449 4469 0 12624
4451 0 0 12625
4451 4469 0 12626
4453 0 0 12627
4453 4469 0 12628
4455 0 0 12629
4455 4469 0 12630
4457 0 0 12631
4457 4449 0 12632
4457 4449 4469 12633
4457 4469 0 12634
4461 0 0 12635
4462 0 0 12636
4462 4453 0 12637
4462 4453 4469 12638
4462 4469 0 12639
4466 0 0 12640
4467 0 0 12641
4467 4469 0 12642
4469 0 0 12643
4461 4451 0 12679
4461 4451 4469 12680
4461 4469 0 12681
4466 4455 0 12682
4466 4455 4469 12683
4466 4469 0 12684
4510 0 0 12685
4510 4469 0 12686
4520 4538 0 12595
4523 4541 0 12597
4523 4546 0 12598
4527 4520 0 12602
4527 4535 0 12603
4527 4536 0 12604
4527 4538 0 12605
4527 4544 0 12606
4527 4545 0 12607
4523 4538 0 12647
4523 4587 0 12648
4527 4520 4538 12649
4527 4526 0 12650
4527 4536 4538 12651
4527 4587 0 12652
4527 4601 0 12653
4535 4538 0 12655
4535 4587 0 12656
4592 4538 0 12674
4592 4587 0 12675
0 0 0 0
