4396 4359 4359 4363
4386 4359 4361 4352
4387 4359 4361 4355
4388 4359 4361 4359
4389 4359 4361 4361
4390 4359 4361 4364
4403 4361 4359 4352
4404 4361 4361 4361
4353 4352 4352 0
4371 4354 4352 0
4372 4354 4354 0
4373 4354 4355 0
4374 4354 4359 0
4375 4355 4352 0
4356 4355 4355 0
4376 4357 4354 0
4377 4357 4357 0
4379 4357 4363 0
4378 4357 4370 0
4380 4358 4359 0
4381 4358 4363 0
4382 4359 4352 0
4383 4359 4354 0
4384 4359 4355 0
4360 4359 4359 0
4385 4359 4361 0
4395 4359 4363 0
4391 4359 4364 0
4392 4359 4366 0
4393 4359 4368 0
4394 4359 4369 0
4397 4361 4352 0
4398 4361 4354 0
4399 4361 4355 0
4400 4361 4357 0
4401 4361 4358 0
4402 4361 4359 0
4362 4361 4361 0
4405 4361 4363 0
4406 4361 4364 0
4407 4361 4366 0
4408 4361 4367 0
4409 4361 4368 0
4410 4361 4369 0
4411 4361 4370 0
4417 4363 4352 0
4418 4363 4355 0
4419 4363 4358 0
4420 4363 4359 0
4421 4363 4361 0
4423 4363 4363 0
4424 4363 4364 0
4425 4363 4366 0
4426 4363 4368 0
4427 4363 4369 0
4422 4363 4416 0
4429 4364 4363 0
4365 4364 4364 0
4434 4366 4367 0
4435 4366 4370 0
4438 4369 4359 0
4439 4369 4363 0
4440 4370 4370 0
4431 4430 4430 0
4433 4432 4432 0
4459 4457 4449 4469
4480 4457 4453 4469
4481 4457 4455 4469
4485 4461 4451 4469
4490 4462 4449 4469
4491 4462 4453 4467
4464 4462 4453 4469
4492 4462 4455 4469
4496 4466 4453 4469
4498 4466 4455 4469
4503 4467 4469 4462
4470 4449 4457 0
4471 4449 4462 0
4450 4449 4469 0
4472 4451 4457 0
4473 4451 4461 0
4452 4451 4469 0
4474 4453 4457 0
4475 4453 4462 0
4476 4453 4467 0
4454 4453 4469 0
4477 4455 4457 0
4478 4455 4462 0
4456 4455 4469 0
4458 4457 4449 0
4479 4457 4453 0
4482 4457 4457 0
4483 4457 4462 0
4460 4457 4469 0
4484 4461 4451 0
4486 4461 4455 0
4487 4461 4457 0
4488 4461 4469 0
4489 4462 4449 0
4463 4462 4453 0
4493 4462 4462 0
4465 4462 4469 0
4494 4466 4449 0
4495 4466 4453 0
4497 4466 4455 0
4499 4466 4462 0
4500 4466 4469 0
4501 4467 4462 0
4502 4467 4467 0
4468 4467 4469 0
4504 4469 4449 0
4505 4469 4451 0
4506 4469 4457 0
4507 4469 4462 0
4508 4469 4467 0
4509 4469 4510 0
4511 4510 4453 0
4512 4510 4462 0
4513 4510 4469 0
4514 4510 4510 0
4548 4520 4538 4520
4556 4527 4520 4538
4559 4527 4526 4546
4561 4527 4535 4520
4562 4527 4535 4538
4563 4527 4536 4538
4565 4527 4536 4540
4564 4527 4536 4546
4566 4527 4538 4538
4574 4535 4538 4538
4589 4540 4520 4520
4521 4520 4520 0
4547 4520 4527 0
4522 4520 4538 0
4549 4523 4520 0
4550 4523 4526 0
4551 4523 4538 0
4524 4523 4541 0
4553 4523 4544 0
4525 4523 4546 0
4552 4523 4587 0
4554 4526 4520 0
4555 4526 4527 0
4528 4527 4520 0
4557 4527 4523 0
4558 4527 4526 0
4560 4527 4527 0
4529 4527 4535 0
4530 4527 4536 0
4531 4527 4538 0
4568 4527 4543 0
4532 4527 4544 0
4533 4527 4545 0
4534 4527 4546 0
4567 4527 4587 0
4569 4527 4601 0
4570 4535 4520 0
4571 4535 4527 0
4572 4535 4536 0
4573 4535 4538 0
4578 4535 4540 0
4576 4535 4542 0
4577 4535 4546 0
4575 4535 4587 0
4579 4536 4527 0
4537 4536 4538 0
4582 4536 4540 0
4580 4536 4545 0
4581 4536 4546 0
4583 4538 4520 0
4584 4538 4526 0
4585 4538 4527 0
4586 4538 4536 0
4539 4538 4538 0
4588 4540 4520 0
4590 4540 4540 0
4591 4540 4543 0
4595 4545 4536 0
4596 4545 4540 0
4597 4546 4523 0
4598 4546 4527 0
4599 4546 4535 0
4600 4546 4536 0
4593 4592 4538 0
4594 4592 4587 0
0 0 0 0
